Text,Label
"Thaaaaat said,",Roswaal
"...Then, you mean you're conciliating?",Subaru
"I remember. Wouldn't forget it. ...Better I don't forget it, I think.",Subaru
"...I accept, gratefully. That is, so long at it gives those battles significance.",Subaru
"...Really, not just my power.",Subaru
"Now then,",Ram
Knew it.,Subaru
Resolve?,Subaru
"...Seriously, a blue moon.",Subaru
Naturally.,Roswaal
"Goodness, I'm so enthused but he just puuuuuushes me aside.",Roswaal
"Anyway,",Subaru
Precisely. You doooon't think there's value in that?,Roswaal
"Arguing with someone who gets angry at logic does pay off. Truuuuuuly, a good trend.",Roswaal
...Ram.,Subaru
You—!!,Subaru
"...You've fallen victim to this unintelligible crap because, Rem.",Subaru
"As you say, Roswaal-sama.",Ram
"What, are you goddamn getting at...",Subaru
Wha—?,Subaru
If you knew that then why the fuck—!,Subaru
Because I knew.,Roswaal
——wuh.,Subaru
Y-you... do you even understand what you're saying?,Subaru
—Am I now.,Subaru
"But, you defied that probability. —Are you perhaps unsatisfied?",Roswaal
You're not the type to make a bet in the first place. Why did you make one here?,Subaru
—Because I believed. In you.,Roswaal
So you're not gonna answer me seriously.,Subaru
...It seems our conversation for today will be eeeeeeending here.,Roswaal
Aaauhg!,Subaru
You truly are worthy as my co-conspirator—Mmhm.,Roswaal
...The death you're getting won't be anything nice.,Subaru
"I won't let that happen. She... Emilia, will I protect.",Subaru
—That's what I have to do in this SANCTUARY.,Subaru
—Was that truly to your liking?,Ram
There is no need to speak lies before me.,Ram
Roswaal-sama. Here.,Ram
"Anyhow,",Roswaal
"Then, what you said to Barusu was...",Ram
I kinda don't get how the people here really feel about this tomb.,Subaru
"Please do tell me, Mr. Obfuscates-Explanations-With-Tenable-Words!",Otto
Circumstances are circumstances. Here I'll lend you the rope.,Subaru
But I'm the one lending you!?,Otto
"He's forgotten that I am literally holding his lifeline, this man.",Otto
"Natsuki-san, go whenever you'd like, but please give a signal saying when you are going.",Otto
"Right, going.",Subaru
"Compared to being on the brink of living and dying, this is so much less awful—!",Subaru
"My foot is, properly, on the ground. It didn't crumble.",Subaru
"He stresses a complex and unnecessary pride, this man!",Otto
—oh,Subaru
Oh...,Otto
"...The lights have turned on. What are the conditions for this, exactly?",Otto
That's incredibly terrifying!,Otto
"As a human being you should be embarrassed by that, that logic!",Otto
"He sure is a pain, that Yoohororoi. When I next see him I'll be sure to let him know.",Subaru
Wueeeuh?,Otto
"Well,",Subaru
"Yer goin' back to the cathedral. Then, I'll see ya off 'till there.",Garfiel
That's what'm sayin' I'm tellin' ya.,Garfiel
"Pisses me off shamin' my group, but the people livin' in Sanctuary ain't a single monolith.",Garfiel
What do you mean by that?,Subaru
You mean... there's a chance they could aim their designs at me and Otto?,Subaru
I have to get back now!,Subaru
...Eh?,Garfiel
"'S no way that'd be it. Coincidence. 'S coincidence, 'm sayin'.",Garfiel
Holy hell you're so easy.,Subaru
He got me!!,Otto
But I'm pretty damn easy too.,Subaru
"Night comes, and it really does feel like a tomb. It looks creepier than yesterday.",Emilia
Do you think it's fine to go in yet?,Emilia
"Right. Then, I suppose I'll go.",Emilia
What're you mumbling about? It's kinda making me sooo curious.,Emilia
Auuugh it's too EMK (Emilia-tan Maji Kishidou).,Subaru
"Ah, I feel it's been a while since I've heard you say that.",Emilia
But you'll swoon if you come in.,Emilia
"But,",Emilia
The way you're wiggling your fingers's creepy so no.,Emilia
"—This time, I really am going. Pray that I'll come back safely.",Emilia
I'll be praying so hard the Bhudda's ears spurt blood.,Subaru
"Yer look down, squert.",Lewes
You know the Trial's contents?,Subaru
The cemetery lights're out!?,Subaru
"They're meant ter stay on while the TRIAL's going, but...",Lewes
Then this's an irregular development?,Subaru
Lil' Su!? Yer won't get ter enter without the qualifications...,Lewes
—Emilia!!,Subaru
hdmfsiudfmhsdifhsjdkf!!,Subaru
"Ghak, eughgkk, expecting way too... much of a sleeping opponent... or, what.",Subaru
"What're you doing grabbing someone's leg while sayin... hey, wa- ahh! Agugughguh!",Subaru
"Mom. I know you said you worked hard on this for me, but...",Subaru
That's enough for now.,Subaru
"Even if Armageddon came, I absolutely would not eat peas.",Subaru
"I always wonder this, but what's with the east-west blend?",Subaru
"Dad's here in the morning, so he's probably the one who made the soup and toast.",Subaru
"Oh, yeah,",Subaru
Isn't doing that pointless when it isn't cold out?,Subaru
Weren't you just trying to make people overcome their pickiness!?,Subaru
"I'm not misunderstanding anything here, you're just getting less and less credible!",Subaru
"Nnywell, the wife's responsibility is the husband's to take, so dad eat these.",Subaru
"This's some concern that made nobody happy, this green plate!",Subaru
Thanks for the meal.,Subaru
"Wh, at?",Subaru
"Why? Why, why did that turn strange?",Subaru
"So, there's nothing I can do. Right, there's nothing.",Subaru
"...Usually, this'd calm me down. So why?",Subaru
"Calm down, calm down... time's already up. It's okay to calm down now. It's okay.",Subaru
"Why, just today...",Subaru
Something's strange. What is it? Did something happen? Yesterday I...,Subaru
Don't just come up with these ideas and set aside realistic time for them! And I'm fine!,Subaru
"Talk? You mean, telling me to at least wash my own dishes?",Subaru
—Ow.,Subaru
"S, so? My unmotivated dad's here to talk with me.",Subaru
—This's middle school!!,Subaru
You said that when I was still attached to the umbilical cord...,Subaru
So?,Subaru
As if I could have a friendly chat with some old stranger.,Subaru
So...,Subaru
"When it's my father, there's a chance he might even find that shame funny...",Subaru
"Really now, don't believe it at all. ...I guess, I'll pass it though.",Subaru
When you're 17 hearing that question is nothing but terrifying!!,Subaru
"Ahh, right right, happy happy. ...You really are just joking though, right?",Subaru
Sounds like this fence is your and Ikeda or whoever's fault.,Subaru
Someone who sends cards that incessantly's hardly off the map...,Subaru
Haha. I would get that a lot. Especially about the eyes.,Subaru
"...Yes, I suppose.",Subaru
—hk!,Subaru
...There's no such thing as a vending machine that fills things with love. Thanks.,Subaru
...Tricky to say.,Subaru
I seriously can't believe you can get email addresses that fast.,Subaru
Categorize it like that and I'm a target too!,Subaru
"I don't, no! You're the one who should be getting asked what the heck they're saying!!",Subaru
"Don't piggyback me, don't haveta go back. ...Since if I do go back, it'll be with you.",Subaru
I'm getting lectured by my own damn body.,Subaru
—huh?,Subaru
"It's not conversation stuffing... seriously, what was that?",Subaru
I do think... it's bad of me.,Subaru
...Why.,Subaru
"My face, got better?",Subaru
"...That's, what it should be. I did surf the grand waves the internet yesterday though.",Subaru
So you're even doing that...,Subaru
—gghuahh!,Subaru
"Ahh... yeah, I'm okay. Just, a little dizzy...",Subaru
—!?,Subaru
You're...,Subaru
"Sorry, for worrying you. I'm okay now.",Subaru
"Yeah, I'm sorry. And, about that question from before.",Subaru
"—There is somebody I like. So I'm, okay now.",Subaru
I've got somebody I like. Even though it's me.,Subaru
I do. I'm not some brat who just curls up into a little ball in his room anymore.,Subaru
I wanted you or mom to slap me.,Subaru
I was the only one left around me.,Subaru
Adauuadh!?,Subaru
Uuueguh,Subaru
You don't even get villains like that in shonen manga anymore! That's ridiculous!,Subaru
I'm not that slow or dumb or idiotic...,Subaru
Redundancy.,Subaru
Presumption.,Subaru
Then you should've stopped time last year when you got hit by that car.,Subaru
"Ow! Aaaugow! Wai, my wrists's.... Owww!",Subaru
"...I told you. I've got somebody I, like.",Subaru
"And, there's someone who told me that they, liked, ones like me.",Subaru
You only just did something more painful to me than a slap!,Subaru
Right there?,Subaru
"Wait, wait, wait...",Subaru
Then what even was all that time I spent stagnant...,Subaru
It's completely true but it's amazing how little I wanna accept it now!,Subaru
Just half? Genius's something that gets more refined with each generation.,Subaru
"I'm sorry mom, I have no counter to that!",Subaru
"Ah, yeah. Umm, I caused so much trouble for you and I'm..",Subaru
"—guueh,",Subaru
...I—I'm so sorry.,Subaru
"I'm sor—sorr, so, sorry—I, sorry, s-sorry—soh, ree... hk,",Subaru
"I'mso, sorry... I—I... you two, any more... so—I'm so, sorry...",Subaru
"—Yeah. Sorry. I really, just cause so many problems.",Subaru
...What a parent and child our age were up to together'd be a story in itself.,Subaru
That line can be fatal depending who you're saying it to so be careful how you use it.,Subaru
"So,",Subaru
I'll be going home ahead. Try not to get interrogated or whatever.,Subaru
Don't prompt them.,Subaru
"—Yeah. Leave it to me, dad.",Subaru
"Well, not like truants go walking around under the dazzling Mister Sun often.",Subaru
—I'm home.,Subaru
...I'm home.,Subaru
"When I didn't get a reply after saying 'I'm home,' I was worried something'd happened.",Subaru
"It's not like I could ever win in a footrace with dad anywa... or no, actually...",Subaru
"In the end, I was taking half-measures with damn everything.",Subaru
What? Something funny?,Subaru
"Feels like I'll wind up staying if I keep being here too long, so...",Subaru
"So hey, there's sorta something I wanna ask you.",Subaru
—Do you remember where I put my school uniform?,Subaru
"Student Natsuki Subaru, complete... Been like three months.",Subaru
"It's the last time, so should I have it perfect, or just have it how I always do it?",Subaru
My mom's robbing me of said temper with that 'right now'!,Subaru
"Right now, I'm not really in the...",Subaru
"Wh, what makes you...",Subaru
"Um, that'd be the world...",Subaru
...How long have you been thinking that?,Subaru
I'm despairing at the height of this hurdle you're asking.,Subaru
Thus dubbed Super Family Complex aka Super Famicom—augh just shut up.,Subaru
Triple sevens. Mind putting this cap in my closet afterwards?,Subaru
Literally love in a different multitude!,Subaru
"Now... well, bout time to go.",Subaru
Looking at my outfit could you please use your imagination a little before speaking!?,Subaru
Wha!? But this feels like you're asking me to come with you!?,Subaru
Nonono... give me a break here. Come on.,Subaru
Really? Feels like we go to buy things at night together like all the time.,Subaru
"The big points were... the story about Ikeda-san, and some tales of the past I guess.",Subaru
Uh that's kinda the first time I'm hearing of the tragic development in that second half!?,Subaru
"M, mom... how much about me, do you...",Subaru
"The mayonnaise, and why I was a shut-in, too...",Subaru
They're amazing girls. They seriously are wasted on me.,Subaru
"Am I really, made from him properly? Can I really, be his son properly?",Subaru
So you know your genes making up my body are inferior!?,Subaru
"A woman's heart sent wavering by her husband and son, is this erotica?",Subaru
Guh—bwaaah!?,Subaru
"That was full of good vibes, but I'm kinda bleeding, here.",Subaru
"Me being like me, huh.",Subaru
"Scars deep enough to warrant that worrying... actually were there, yeah.",Subaru
Mom!,Subaru
Ah...,Subaru
There's something I have to do. This goodbye'll be a long one.,Subaru
...I-it's okay?,Subaru
You know? ...how? ...hk,Subaru
"T-this... childish... so, lame...",Subaru
Not what I... mean...,Subaru
"...I'm sorry, mom. I'm, ultimately, still without doing anything for you...",Subaru
"...Yeah, it is.",Subaru
...I'm impressed you can say that while referencing your own face.,Subaru
We're just talking about faces here though but okay!,Subaru
"Ahhhgeez, all this crying's so damn pathetic.",Subaru
"You mean, if the results're good then everything's okay?",Subaru
"—I'll be going, then.",Subaru
—See you later!,Subaru
"First, got something I just wanna say.",Subaru
That uniform looks great on you.,Subaru
"Um, your face... close...",Subaru
"And that's, the point of this TRIAL?",Subaru
"Every bit of it.. then, you saw me crying with snot trailing out my nose, too!?",Subaru
"Shut up!! Don't tell anyone, it's too embarrassing!",Subaru
